path,class,prompt,source_id
images/artbench_0122_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,122
images/artbench_0123_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,123
images/artbench_0124_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,124
images/artbench_0125_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,125
images/artbench_0126_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,126
images/artbench_0127_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,127
images/artbench_0128_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,128
images/artbench_0129_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,129
images/artbench_0130_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,130
images/artbench_0131_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,131
images/artbench_0132_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,132
images/artbench_0133_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,133
images/artbench_0134_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,134
images/artbench_0135_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,135
images/artbench_0136_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,136
images/artbench_0137_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,137
images/artbench_0138_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,138
images/artbench_0139_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,139
images/artbench_0140_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,140
images/artbench_0141_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,141
images/artbench_0142_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,142
images/artbench_0143_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,143
images/artbench_0144_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,144
images/artbench_0145_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,145
images/artbench_0146_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,146
images/artbench_0147_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,147
images/artbench_0148_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,148
images/artbench_0149_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,149
images/artbench_0150_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,150
images/artbench_0151_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,151
images/artbench_0152_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,152
images/artbench_0153_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,153
images/artbench_0154_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,154
images/artbench_0155_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,155
images/artbench_0156_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,156
images/artbench_0157_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,157
images/artbench_0158_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,158
images/artbench_0159_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,159
images/artbench_0160_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,160
images/artbench_0161_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,161
images/artbench_0162_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,162
images/artbench_0163_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,163
images/artbench_0164_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,164
images/artbench_0165_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,165
images/artbench_0166_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,166
images/artbench_0167_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,167
images/artbench_0168_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,168
images/artbench_0169_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,169
images/artbench_0170_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,170
images/artbench_0171_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,171
images/artbench_0172_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,172
images/artbench_0173_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,173
images/artbench_0174_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,174
images/artbench_0175_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,175
images/artbench_0176_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,176
images/artbench_0177_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,177
images/artbench_0178_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,178
images/artbench_0179_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,179
images/artbench_0180_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,180
images/artbench_0181_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,181
images/artbench_0182_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,182
images/artbench_0183_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,183
images/artbench_0184_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,184
images/artbench_0185_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,185
images/artbench_0186_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,186
images/artbench_0187_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,187
images/artbench_0188_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,188
images/artbench_0189_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,189
images/artbench_0190_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,190
images/artbench_0191_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,191
images/artbench_0192_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,192
images/artbench_0193_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,193
images/artbench_0194_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,194
images/artbench_0195_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,195
images/artbench_0196_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,196
images/artbench_0197_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,197
images/artbench_0198_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,198
images/artbench_0199_ukiyo_e.jpg,ukiyo_e,a ukiyo-e painting,199
images/artbench_0200_expressionism.jpg,expressionism,an expressionism painting,200
images/artbench_0201_expressionism.jpg,expressionism,an expressionism painting,201
images/artbench_0202_expressionism.jpg,expressionism,an expressionism painting,202
images/artbench_0203_expressionism.jpg,expressionism,an expressionism painting,203
images/artbench_0204_expressionism.jpg,expressionism,an expressionism painting,204
images/artbench_0205_expressionism.jpg,expressionism,an expressionism painting,205
images/artbench_0206_expressionism.jpg,expressionism,an expressionism painting,206
images/artbench_0207_expressionism.jpg,expressionism,an expressionism painting,207
images/artbench_0208_expressionism.jpg,expressionism,an expressionism painting,208
images/artbench_0209_expressionism.jpg,expressionism,an expressionism painting,209
images/artbench_0210_expressionism.jpg,expressionism,an expressionism painting,210
images/artbench_0211_expressionism.jpg,expressionism,an expressionism painting,211
images/artbench_0212_expressionism.jpg,expressionism,an expressionism painting,212
images/artbench_0213_expressionism.jpg,expressionism,an expressionism painting,213
images/artbench_0214_expressionism.jpg,expressionism,an expressionism painting,214
images/artbench_0215_expressionism.jpg,expressionism,an expressionism painting,215
images/artbench_0216_expressionism.jpg,expressionism,an expressionism painting,216
images/artbench_0217_expressionism.jpg,expressionism,an expressionism painting,217
images/artbench_0218_expressionism.jpg,expressionism,an expressionism painting,218
images/artbench_0219_expressionism.jpg,expressionism,an expressionism painting,219
images/artbench_0220_expressionism.jpg,expressionism,an expressionism painting,220
images/artbench_0221_expressionism.jpg,expressionism,an expressionism painting,221
images/artbench_0222_expressionism.jpg,expressionism,an expressionism painting,222
images/artbench_0223_expressionism.jpg,expressionism,an expressionism painting,223
images/artbench_0224_expressionism.jpg,expressionism,an expressionism painting,224
images/artbench_0225_expressionism.jpg,expressionism,an expressionism painting,225
images/artbench_0226_expressionism.jpg,expressionism,an expressionism painting,226
images/artbench_0227_expressionism.jpg,expressionism,an expressionism painting,227
images/artbench_0228_expressionism.jpg,expressionism,an expressionism painting,228
images/artbench_0229_expressionism.jpg,expressionism,an expressionism painting,229
images/artbench_0230_expressionism.jpg,expressionism,an expressionism painting,230
images/artbench_0231_expressionism.jpg,expressionism,an expressionism painting,231
images/artbench_0232_expressionism.jpg,expressionism,an expressionism painting,232
images/artbench_0233_expressionism.jpg,expressionism,an expressionism painting,233
images/artbench_0234_expressionism.jpg,expressionism,an expressionism painting,234
images/artbench_0235_expressionism.jpg,expressionism,an expressionism painting,235
images/artbench_0236_expressionism.jpg,expressionism,an expressionism painting,236
images/artbench_0237_expressionism.jpg,expressionism,an expressionism painting,237
images/artbench_0238_expressionism.jpg,expressionism,an expressionism painting,238
images/artbench_0239_expressionism.jpg,expressionism,an expressionism painting,239
images/artbench_0240_expressionism.jpg,expressionism,an expressionism painting,240
images/artbench_0241_expressionism.jpg,expressionism,an expressionism painting,241
images/artbench_0242_expressionism.jpg,expressionism,an expressionism painting,242
images/artbench_0243_expressionism.jpg,expressionism,an expressionism painting,243
images/artbench_0244_expressionism.jpg,expressionism,an expressionism painting,244
images/artbench_0245_expressionism.jpg,expressionism,an expressionism painting,245
images/artbench_0246_expressionism.jpg,expressionism,an expressionism painting,246
images/artbench_0247_expressionism.jpg,expressionism,an expressionism painting,247
images/artbench_0248_expressionism.jpg,expressionism,an expressionism painting,248
images/artbench_0249_expressionism.jpg,expressionism,an expressionism painting,249
images/artbench_0250_expressionism.jpg,expressionism,an expressionism painting,250
images/artbench_0251_expressionism.jpg,expressionism,an expressionism painting,251
images/artbench_0252_expressionism.jpg,expressionism,an expressionism painting,252
images/artbench_0253_expressionism.jpg,expressionism,an expressionism painting,253
images/artbench_0254_expressionism.jpg,expressionism,an expressionism painting,254
images/artbench_0255_expressionism.jpg,expressionism,an expressionism painting,255
images/artbench_0256_expressionism.jpg,expressionism,an expressionism painting,256
images/artbench_0257_expressionism.jpg,expressionism,an expressionism painting,257
images/artbench_0258_expressionism.jpg,expressionism,an expressionism painting,258
images/artbench_0259_expressionism.jpg,expressionism,an expressionism painting,259
images/artbench_0260_expressionism.jpg,expressionism,an expressionism painting,260
images/artbench_0261_expressionism.jpg,expressionism,an expressionism painting,261
images/artbench_0262_expressionism.jpg,expressionism,an expressionism painting,262
images/artbench_0263_expressionism.jpg,expressionism,an expressionism painting,263
images/artbench_0264_expressionism.jpg,expressionism,an expressionism painting,264
images/artbench_0265_expressionism.jpg,expressionism,an expressionism painting,265
images/artbench_0266_expressionism.jpg,expressionism,an expressionism painting,266
images/artbench_0267_expressionism.jpg,expressionism,an expressionism painting,267
images/artbench_0268_expressionism.jpg,expressionism,an expressionism painting,268
images/artbench_0269_expressionism.jpg,expressionism,an expressionism painting,269
images/artbench_0270_expressionism.jpg,expressionism,an expressionism painting,270
images/artbench_0271_expressionism.jpg,expressionism,an expressionism painting,271
images/artbench_0272_expressionism.jpg,expressionism,an expressionism painting,272
images/artbench_0273_expressionism.jpg,expressionism,an expressionism painting,273
images/artbench_0274_expressionism.jpg,expressionism,an expressionism painting,274
images/artbench_0275_expressionism.jpg,expressionism,an expressionism painting,275
images/artbench_0276_expressionism.jpg,expressionism,an expressionism painting,276
images/artbench_0277_expressionism.jpg,expressionism,an expressionism painting,277
images/artbench_0278_expressionism.jpg,expressionism,an expressionism painting,278
images/artbench_0279_expressionism.jpg,expressionism,an expressionism painting,279
images/artbench_0280_expressionism.jpg,expressionism,an expressionism painting,280
images/artbench_0281_expressionism.jpg,expressionism,an expressionism painting,281
images/artbench_0282_expressionism.jpg,expressionism,an expressionism painting,282
images/artbench_0283_expressionism.jpg,expressionism,an expressionism painting,283
images/artbench_0284_expressionism.jpg,expressionism,an expressionism painting,284
images/artbench_0285_expressionism.jpg,expressionism,an expressionism painting,285
images/artbench_0286_expressionism.jpg,expressionism,an expressionism painting,286
images/artbench_0287_expressionism.jpg,expressionism,an expressionism painting,287
images/artbench_0288_expressionism.jpg,expressionism,an expressionism painting,288
images/artbench_0289_expressionism.jpg,expressionism,an expressionism painting,289
images/artbench_0290_expressionism.jpg,expressionism,an expressionism painting,290
images/artbench_0291_expressionism.jpg,expressionism,an expressionism painting,291
images/artbench_0292_expressionism.jpg,expressionism,an expressionism painting,292
images/artbench_0293_expressionism.jpg,expressionism,an expressionism painting,293
images/artbench_0294_expressionism.jpg,expressionism,an expressionism painting,294
images/artbench_0295_expressionism.jpg,expressionism,an expressionism painting,295
images/artbench_0296_expressionism.jpg,expressionism,an expressionism painting,296
images/artbench_0297_expressionism.jpg,expressionism,an expressionism painting,297
images/artbench_0298_expressionism.jpg,expressionism,an expressionism painting,298
images/artbench_0299_expressionism.jpg,expressionism,an expressionism painting,299
images/artbench_0300_art_nouveau.jpg,art_nouveau,an art-nouveau painting,300
images/artbench_0301_art_nouveau.jpg,art_nouveau,an art-nouveau painting,301
images/artbench_0302_art_nouveau.jpg,art_nouveau,an art-nouveau painting,302
images/artbench_0303_art_nouveau.jpg,art_nouveau,an art-nouveau painting,303
images/artbench_0304_art_nouveau.jpg,art_nouveau,an art-nouveau painting,304
images/artbench_0305_art_nouveau.jpg,art_nouveau,an art-nouveau painting,305
images/artbench_0306_art_nouveau.jpg,art_nouveau,an art-nouveau painting,306
images/artbench_0307_art_nouveau.jpg,art_nouveau,an art-nouveau painting,307
images/artbench_0308_art_nouveau.jpg,art_nouveau,an art-nouveau painting,308
images/artbench_0309_art_nouveau.jpg,art_nouveau,an art-nouveau painting,309
images/artbench_0310_art_nouveau.jpg,art_nouveau,an art-nouveau painting,310
images/artbench_0311_art_nouveau.jpg,art_nouveau,an art-nouveau painting,311
images/artbench_0312_art_nouveau.jpg,art_nouveau,an art-nouveau painting,312
images/artbench_0313_art_nouveau.jpg,art_nouveau,an art-nouveau painting,313
images/artbench_0314_art_nouveau.jpg,art_nouveau,an art-nouveau painting,314
images/artbench_0315_art_nouveau.jpg,art_nouveau,an art-nouveau painting,315
images/artbench_0316_art_nouveau.jpg,art_nouveau,an art-nouveau painting,316
images/artbench_0317_art_nouveau.jpg,art_nouveau,an art-nouveau painting,317
images/artbench_0318_art_nouveau.jpg,art_nouveau,an art-nouveau painting,318
images/artbench_0319_art_nouveau.jpg,art_nouveau,an art-nouveau painting,319
images/artbench_0320_art_nouveau.jpg,art_nouveau,an art-nouveau painting,320
images/artbench_0321_art_nouveau.jpg,art_nouveau,an art-nouveau painting,321
images/artbench_0322_art_nouveau.jpg,art_nouveau,an art-nouveau painting,322
images/artbench_0323_art_nouveau.jpg,art_nouveau,an art-nouveau painting,323
images/artbench_0324_art_nouveau.jpg,art_nouveau,an art-nouveau painting,324
images/artbench_0325_art_nouveau.jpg,art_nouveau,an art-nouveau painting,325
images/artbench_0326_art_nouveau.jpg,art_nouveau,an art-nouveau painting,326
images/artbench_0327_art_nouveau.jpg,art_nouveau,an art-nouveau painting,327
images/artbench_0328_art_nouveau.jpg,art_nouveau,an art-nouveau painting,328
images/artbench_0329_art_nouveau.jpg,art_nouveau,an art-nouveau painting,329
images/artbench_0330_art_nouveau.jpg,art_nouveau,an art-nouveau painting,330
images/artbench_0331_art_nouveau.jpg,art_nouveau,an art-nouveau painting,331
images/artbench_0332_art_nouveau.jpg,art_nouveau,an art-nouveau painting,332
images/artbench_0333_art_nouveau.jpg,art_nouveau,an art-nouveau painting,333
images/artbench_0334_art_nouveau.jpg,art_nouveau,an art-nouveau painting,334
images/artbench_0335_art_nouveau.jpg,art_nouveau,an art-nouveau painting,335
images/artbench_0336_art_nouveau.jpg,art_nouveau,an art-nouveau painting,336
images/artbench_0337_art_nouveau.jpg,art_nouveau,an art-nouveau painting,337
images/artbench_0338_art_nouveau.jpg,art_nouveau,an art-nouveau painting,338
images/artbench_0339_art_nouveau.jpg,art_nouveau,an art-nouveau painting,339
images/artbench_0340_art_nouveau.jpg,art_nouveau,an art-nouveau painting,340
images/artbench_0341_art_nouveau.jpg,art_nouveau,an art-nouveau painting,341
images/artbench_0342_art_nouveau.jpg,art_nouveau,an art-nouveau painting,342
images/artbench_0343_art_nouveau.jpg,art_nouveau,an art-nouveau painting,343
images/artbench_0344_art_nouveau.jpg,art_nouveau,an art-nouveau painting,344
images/artbench_0345_art_nouveau.jpg,art_nouveau,an art-nouveau painting,345
images/artbench_0346_art_nouveau.jpg,art_nouveau,an art-nouveau painting,346
images/artbench_0347_art_nouveau.jpg,art_nouveau,an art-nouveau painting,347
images/artbench_0348_art_nouveau.jpg,art_nouveau,an art-nouveau painting,348
images/artbench_0349_art_nouveau.jpg,art_nouveau,an art-nouveau painting,349
images/artbench_0350_art_nouveau.jpg,art_nouveau,an art-nouveau painting,350
images/artbench_0351_art_nouveau.jpg,art_nouveau,an art-nouveau painting,351
images/artbench_0352_art_nouveau.jpg,art_nouveau,an art-nouveau painting,352
images/artbench_0353_art_nouveau.jpg,art_nouveau,an art-nouveau painting,353
images/artbench_0354_art_nouveau.jpg,art_nouveau,an art-nouveau painting,354
images/artbench_0355_art_nouveau.jpg,art_nouveau,an art-nouveau painting,355
images/artbench_0356_art_nouveau.jpg,art_nouveau,an art-nouveau painting,356
images/artbench_0357_art_nouveau.jpg,art_nouveau,an art-nouveau painting,357
images/artbench_0358_art_nouveau.jpg,art_nouveau,an art-nouveau painting,358
images/artbench_0359_art_nouveau.jpg,art_nouveau,an art-nouveau painting,359
images/artbench_0360_art_nouveau.jpg,art_nouveau,an art-nouveau painting,360
images/artbench_0361_art_nouveau.jpg,art_nouveau,an art-nouveau painting,361
images/artbench_0362_art_nouveau.jpg,art_nouveau,an art-nouveau painting,362
images/artbench_0363_art_nouveau.jpg,art_nouveau,an art-nouveau painting,363
images/artbench_0364_art_nouveau.jpg,art_nouveau,an art-nouveau painting,364
images/artbench_0365_art_nouveau.jpg,art_nouveau,an art-nouveau painting,365
